county_fips,county,state,incident_type,severity
39057,"Greene County, OH",OH,Downed line,Moderate
39057,"Greene County, OH",OH,Water main,Moderate
39057,"Greene County, OH",OH,Signal outage,Moderate
39057,"Greene County, OH",OH,Debris,Moderate
39057,"Greene County, OH",OH,Flooding,Moderate
39057,"Greene County, OH",OH,Road obstruction,Severe
39057,"Greene County, OH",OH,Downed line,Severe
39057,"Greene County, OH",OH,Water main,Severe
39057,"Greene County, OH",OH,Signal outage,Severe
39057,"Greene County, OH",OH,Debris,Severe
39057,"Greene County, OH",OH,Flooding,Severe
39057,"Greene County, OH",OH,Road obstruction,Minor
39057,"Greene County, OH",OH,Downed line,Minor
39057,"Greene County, OH",OH,Water main,Minor
39057,"Greene County, OH",OH,Signal outage,Minor
39059,"Guernsey County, OH",OH,Road obstruction,Minor
39059,"Guernsey County, OH",OH,Downed line,Minor
39059,"Guernsey County, OH",OH,Water main,Minor
39059,"Guernsey County, OH",OH,Signal outage,Minor
39059,"Guernsey County, OH",OH,Debris,Minor
39059,"Guernsey County, OH",OH,Flooding,Minor
39059,"Guernsey County, OH",OH,Road obstruction,Moderate
39059,"Guernsey County, OH",OH,Downed line,Moderate
39059,"Guernsey County, OH",OH,Water main,Moderate
39059,"Guernsey County, OH",OH,Signal outage,Moderate
39059,"Guernsey County, OH",OH,Debris,Moderate
39059,"Guernsey County, OH",OH,Flooding,Moderate
39059,"Guernsey County, OH",OH,Road obstruction,Severe
39059,"Guernsey County, OH",OH,Downed line,Severe
39059,"Guernsey County, OH",OH,Water main,Severe
39059,"Guernsey County, OH",OH,Signal outage,Severe
39059,"Guernsey County, OH",OH,Debris,Severe
39059,"Guernsey County, OH",OH,Flooding,Severe
39059,"Guernsey County, OH",OH,Road obstruction,Minor
39059,"Guernsey County, OH",OH,Downed line,Minor
39059,"Guernsey County, OH",OH,Water main,Minor
39059,"Guernsey County, OH",OH,Signal outage,Minor
39059,"Guernsey County, OH",OH,Debris,Minor
39059,"Guernsey County, OH",OH,Flooding,Minor
39059,"Guernsey County, OH",OH,Road obstruction,Moderate
39059,"Guernsey County, OH",OH,Downed line,Moderate
39059,"Guernsey County, OH",OH,Water main,Moderate
39059,"Guernsey County, OH",OH,Signal outage,Moderate
39059,"Guernsey County, OH",OH,Debris,Moderate
39059,"Guernsey County, OH",OH,Flooding,Moderate
39059,"Guernsey County, OH",OH,Road obstruction,Severe
39059,"Guernsey County, OH",OH,Downed line,Severe
39059,"Guernsey County, OH",OH,Water main,Severe
39059,"Guernsey County, OH",OH,Signal outage,Severe
39059,"Guernsey County, OH",OH,Debris,Severe
39059,"Guernsey County, OH",OH,Flooding,Severe
39059,"Guernsey County, OH",OH,Road obstruction,Minor
39059,"Guernsey County, OH",OH,Downed line,Minor
39059,"Guernsey County, OH",OH,Water main,Minor
39059,"Guernsey County, OH",OH,Signal outage,Minor
39059,"Guernsey County, OH",OH,Debris,Minor
39059,"Guernsey County, OH",OH,Flooding,Minor
39059,"Guernsey County, OH",OH,Road obstruction,Moderate
39059,"Guernsey County, OH",OH,Downed line,Moderate
39059,"Guernsey County, OH",OH,Water main,Moderate
39059,"Guernsey County, OH",OH,Signal outage,Moderate
39059,"Guernsey County, OH",OH,Debris,Moderate
39059,"Guernsey County, OH",OH,Flooding,Moderate
39059,"Guernsey County, OH",OH,Road obstruction,Severe
39059,"Guernsey County, OH",OH,Downed line,Severe
39059,"Guernsey County, OH",OH,Water main,Severe
39059,"Guernsey County, OH",OH,Signal outage,Severe
39059,"Guernsey County, OH",OH,Debris,Severe
39059,"Guernsey County, OH",OH,Flooding,Severe
39059,"Guernsey County, OH",OH,Road obstruction,Minor
39059,"Guernsey County, OH",OH,Downed line,Minor
39059,"Guernsey County, OH",OH,Water main,Minor
39059,"Guernsey County, OH",OH,Signal outage,Minor
39059,"Guernsey County, OH",OH,Debris,Minor
39059,"Guernsey County, OH",OH,Flooding,Minor
39059,"Guernsey County, OH",OH,Road obstruction,Moderate
39059,"Guernsey County, OH",OH,Downed line,Moderate
39059,"Guernsey County, OH",OH,Water main,Moderate
39059,"Guernsey County, OH",OH,Signal outage,Moderate
39059,"Guernsey County, OH",OH,Debris,Moderate
39059,"Guernsey County, OH",OH,Flooding,Moderate
39059,"Guernsey County, OH",OH,Road obstruction,Severe
39059,"Guernsey County, OH",OH,Downed line,Severe
39059,"Guernsey County, OH",OH,Water main,Severe
39059,"Guernsey County, OH",OH,Signal outage,Severe
39061,"Hamilton County, OH",OH,Road obstruction,Minor
39061,"Hamilton County, OH",OH,Downed line,Minor
39061,"Hamilton County, OH",OH,Water main,Minor
39061,"Hamilton County, OH",OH,Signal outage,Minor
39061,"Hamilton County, OH",OH,Debris,Minor
39061,"Hamilton County, OH",OH,Flooding,Minor
39061,"Hamilton County, OH",OH,Road obstruction,Moderate
39061,"Hamilton County, OH",OH,Downed line,Moderate
39061,"Hamilton County, OH",OH,Water main,Moderate
39061,"Hamilton County, OH",OH,Signal outage,Moderate
39061,"Hamilton County, OH",OH,Debris,Moderate
39061,"Hamilton County, OH",OH,Flooding,Moderate
39061,"Hamilton County, OH",OH,Road obstruction,Severe
39061,"Hamilton County, OH",OH,Downed line,Severe
39061,"Hamilton County, OH",OH,Water main,Severe
39061,"Hamilton County, OH",OH,Signal outage,Severe
39061,"Hamilton County, OH",OH,Debris,Severe
39061,"Hamilton County, OH",OH,Flooding,Severe
39061,"Hamilton County, OH",OH,Road obstruction,Minor
39061,"Hamilton County, OH",OH,Downed line,Minor
39061,"Hamilton County, OH",OH,Water main,Minor
39061,"Hamilton County, OH",OH,Signal outage,Minor
39061,"Hamilton County, OH",OH,Debris,Minor
39061,"Hamilton County, OH",OH,Flooding,Minor
39061,"Hamilton County, OH",OH,Road obstruction,Moderate
39061,"Hamilton County, OH",OH,Downed line,Moderate
39061,"Hamilton County, OH",OH,Water main,Moderate
39061,"Hamilton County, OH",OH,Signal outage,Moderate
39061,"Hamilton County, OH",OH,Debris,Moderate
39061,"Hamilton County, OH",OH,Flooding,Moderate
39061,"Hamilton County, OH",OH,Road obstruction,Severe
39061,"Hamilton County, OH",OH,Downed line,Severe
39061,"Hamilton County, OH",OH,Water main,Severe
39061,"Hamilton County, OH",OH,Signal outage,Severe
39061,"Hamilton County, OH",OH,Debris,Severe
39061,"Hamilton County, OH",OH,Flooding,Severe
39061,"Hamilton County, OH",OH,Road obstruction,Minor
39061,"Hamilton County, OH",OH,Downed line,Minor
39061,"Hamilton County, OH",OH,Water main,Minor
39061,"Hamilton County, OH",OH,Signal outage,Minor
39061,"Hamilton County, OH",OH,Debris,Minor
39061,"Hamilton County, OH",OH,Flooding,Minor
39061,"Hamilton County, OH",OH,Road obstruction,Moderate
39061,"Hamilton County, OH",OH,Downed line,Moderate
39061,"Hamilton County, OH",OH,Water main,Moderate
39061,"Hamilton County, OH",OH,Signal outage,Moderate
39061,"Hamilton County, OH",OH,Debris,Moderate
39061,"Hamilton County, OH",OH,Flooding,Moderate
39061,"Hamilton County, OH",OH,Road obstruction,Severe
39061,"Hamilton County, OH",OH,Downed line,Severe
39061,"Hamilton County, OH",OH,Water main,Severe
39061,"Hamilton County, OH",OH,Signal outage,Severe
39061,"Hamilton County, OH",OH,Debris,Severe
39061,"Hamilton County, OH",OH,Flooding,Severe
39061,"Hamilton County, OH",OH,Road obstruction,Minor
39061,"Hamilton County, OH",OH,Downed line,Minor
39061,"Hamilton County, OH",OH,Water main,Minor
39061,"Hamilton County, OH",OH,Signal outage,Minor
39061,"Hamilton County, OH",OH,Debris,Minor
39061,"Hamilton County, OH",OH,Flooding,Minor
39061,"Hamilton County, OH",OH,Road obstruction,Moderate
39061,"Hamilton County, OH",OH,Downed line,Moderate
39061,"Hamilton County, OH",OH,Water main,Moderate
39061,"Hamilton County, OH",OH,Signal outage,Moderate
39061,"Hamilton County, OH",OH,Debris,Moderate
39061,"Hamilton County, OH",OH,Flooding,Moderate
39061,"Hamilton County, OH",OH,Road obstruction,Severe
39061,"Hamilton County, OH",OH,Downed line,Severe
39061,"Hamilton County, OH",OH,Water main,Severe
39061,"Hamilton County, OH",OH,Signal outage,Severe
39061,"Hamilton County, OH",OH,Debris,Severe
39061,"Hamilton County, OH",OH,Flooding,Severe
39061,"Hamilton County, OH",OH,Road obstruction,Minor
39061,"Hamilton County, OH",OH,Downed line,Minor
39061,"Hamilton County, OH",OH,Water main,Minor
39061,"Hamilton County, OH",OH,Signal outage,Minor
39061,"Hamilton County, OH",OH,Debris,Minor
39061,"Hamilton County, OH",OH,Flooding,Minor
39061,"Hamilton County, OH",OH,Road obstruction,Moderate
39061,"Hamilton County, OH",OH,Downed line,Moderate
39061,"Hamilton County, OH",OH,Water main,Moderate
39061,"Hamilton County, OH",OH,Signal outage,Moderate
39061,"Hamilton County, OH",OH,Debris,Moderate
39061,"Hamilton County, OH",OH,Flooding,Moderate
39061,"Hamilton County, OH",OH,Road obstruction,Severe
39061,"Hamilton County, OH",OH,Downed line,Severe
39061,"Hamilton County, OH",OH,Water main,Severe
39061,"Hamilton County, OH",OH,Signal outage,Severe
39061,"Hamilton County, OH",OH,Debris,Severe
39061,"Hamilton County, OH",OH,Flooding,Severe
39061,"Hamilton County, OH",OH,Road obstruction,Minor
39061,"Hamilton County, OH",OH,Downed line,Minor
39061,"Hamilton County, OH",OH,Water main,Minor
39061,"Hamilton County, OH",OH,Signal outage,Minor
39061,"Hamilton County, OH",OH,Debris,Minor
39061,"Hamilton County, OH",OH,Flooding,Minor
39061,"Hamilton County, OH",OH,Road obstruction,Moderate
39061,"Hamilton County, OH",OH,Downed line,Moderate
39061,"Hamilton County, OH",OH,Water main,Moderate
39061,"Hamilton County, OH",OH,Signal outage,Moderate
39061,"Hamilton County, OH",OH,Debris,Moderate
39061,"Hamilton County, OH",OH,Flooding,Moderate
39061,"Hamilton County, OH",OH,Road obstruction,Severe
39061,"Hamilton County, OH",OH,Downed line,Severe
39061,"Hamilton County, OH",OH,Water main,Severe
39061,"Hamilton County, OH",OH,Signal outage,Severe
39061,"Hamilton County, OH",OH,Debris,Severe
39061,"Hamilton County, OH",OH,Flooding,Severe
39061,"Hamilton County, OH",OH,Road obstruction,Minor
39061,"Hamilton County, OH",OH,Downed line,Minor
39061,"Hamilton County, OH",OH,Water main,Minor
39061,"Hamilton County, OH",OH,Signal outage,Minor
39061,"Hamilton County, OH",OH,Debris,Minor
39061,"Hamilton County, OH",OH,Flooding,Minor
39061,"Hamilton County, OH",OH,Road obstruction,Moderate
39061,"Hamilton County, OH",OH,Downed line,Moderate
39061,"Hamilton County, OH",OH,Water main,Moderate
39061,"Hamilton County, OH",OH,Signal outage,Moderate
39061,"Hamilton County, OH",OH,Debris,Moderate
39061,"Hamilton County, OH",OH,Flooding,Moderate
39061,"Hamilton County, OH",OH,Road obstruction,Severe
39061,"Hamilton County, OH",OH,Downed line,Severe
39061,"Hamilton County, OH",OH,Water main,Severe
39061,"Hamilton County, OH",OH,Signal outage,Severe
39061,"Hamilton County, OH",OH,Debris,Severe
39061,"Hamilton County, OH",OH,Flooding,Severe
39061,"Hamilton County, OH",OH,Road obstruction,Minor
39061,"Hamilton County, OH",OH,Downed line,Minor
39061,"Hamilton County, OH",OH,Water main,Minor
39061,"Hamilton County, OH",OH,Signal outage,Minor
39061,"Hamilton County, OH",OH,Debris,Minor
39061,"Hamilton County, OH",OH,Flooding,Minor
39061,"Hamilton County, OH",OH,Road obstruction,Moderate
39061,"Hamilton County, OH",OH,Downed line,Moderate
39061,"Hamilton County, OH",OH,Water main,Moderate
39061,"Hamilton County, OH",OH,Signal outage,Moderate
39061,"Hamilton County, OH",OH,Debris,Moderate
39061,"Hamilton County, OH",OH,Flooding,Moderate
39061,"Hamilton County, OH",OH,Road obstruction,Severe
39061,"Hamilton County, OH",OH,Downed line,Severe
39061,"Hamilton County, OH",OH,Water main,Severe
39061,"Hamilton County, OH",OH,Signal outage,Severe
39061,"Hamilton County, OH",OH,Debris,Severe
39061,"Hamilton County, OH",OH,Flooding,Severe
39061,"Hamilton County, OH",OH,Road obstruction,Minor
39061,"Hamilton County, OH",OH,Downed line,Minor
39061,"Hamilton County, OH",OH,Water main,Minor
39061,"Hamilton County, OH",OH,Signal outage,Minor
39061,"Hamilton County, OH",OH,Debris,Minor
39061,"Hamilton County, OH",OH,Flooding,Minor
39061,"Hamilton County, OH",OH,Road obstruction,Moderate
39061,"Hamilton County, OH",OH,Downed line,Moderate
39061,"Hamilton County, OH",OH,Water main,Moderate
39061,"Hamilton County, OH",OH,Signal outage,Moderate
39061,"Hamilton County, OH",OH,Debris,Moderate
39061,"Hamilton County, OH",OH,Flooding,Moderate
39061,"Hamilton County, OH",OH,Road obstruction,Severe
39061,"Hamilton County, OH",OH,Downed line,Severe
39061,"Hamilton County, OH",OH,Water main,Severe
39061,"Hamilton County, OH",OH,Signal outage,Severe
39061,"Hamilton County, OH",OH,Debris,Severe
39061,"Hamilton County, OH",OH,Flooding,Severe
39061,"Hamilton County, OH",OH,Road obstruction,Minor
39061,"Hamilton County, OH",OH,Downed line,Minor
39061,"Hamilton County, OH",OH,Water main,Minor
39061,"Hamilton County, OH",OH,Signal outage,Minor
39061,"Hamilton County, OH",OH,Debris,Minor
39061,"Hamilton County, OH",OH,Flooding,Minor
39061,"Hamilton County, OH",OH,Road obstruction,Moderate
39061,"Hamilton County, OH",OH,Downed line,Moderate
39061,"Hamilton County, OH",OH,Water main,Moderate
39061,"Hamilton County, OH",OH,Signal outage,Moderate
39061,"Hamilton County, OH",OH,Debris,Moderate
39061,"Hamilton County, OH",OH,Flooding,Moderate
39061,"Hamilton County, OH",OH,Road obstruction,Severe
39061,"Hamilton County, OH",OH,Downed line,Severe
39061,"Hamilton County, OH",OH,Water main,Severe
39061,"Hamilton County, OH",OH,Signal outage,Severe
39061,"Hamilton County, OH",OH,Debris,Severe
39061,"Hamilton County, OH",OH,Flooding,Severe
39061,"Hamilton County, OH",OH,Road obstruction,Minor
39061,"Hamilton County, OH",OH,Downed line,Minor
39061,"Hamilton County, OH",OH,Water main,Minor
39061,"Hamilton County, OH",OH,Signal outage,Minor
39061,"Hamilton County, OH",OH,Debris,Minor
39061,"Hamilton County, OH",OH,Flooding,Minor
39061,"Hamilton County, OH",OH,Road obstruction,Moderate
39061,"Hamilton County, OH",OH,Downed line,Moderate
39061,"Hamilton County, OH",OH,Water main,Moderate
39061,"Hamilton County, OH",OH,Signal outage,Moderate
39061,"Hamilton County, OH",OH,Debris,Moderate
39061,"Hamilton County, OH",OH,Flooding,Moderate
39061,"Hamilton County, OH",OH,Road obstruction,Severe
39061,"Hamilton County, OH",OH,Downed line,Severe
39061,"Hamilton County, OH",OH,Water main,Severe
39061,"Hamilton County, OH",OH,Signal outage,Severe
39061,"Hamilton County, OH",OH,Debris,Severe
39061,"Hamilton County, OH",OH,Flooding,Severe
39061,"Hamilton County, OH",OH,Road obstruction,Minor
39061,"Hamilton County, OH",OH,Downed line,Minor
39061,"Hamilton County, OH",OH,Water main,Minor
39061,"Hamilton County, OH",OH,Signal outage,Minor
39061,"Hamilton County, OH",OH,Debris,Minor
39061,"Hamilton County, OH",OH,Flooding,Minor
39061,"Hamilton County, OH",OH,Road obstruction,Moderate
39061,"Hamilton County, OH",OH,Downed line,Moderate
39061,"Hamilton County, OH",OH,Water main,Moderate
39061,"Hamilton County, OH",OH,Signal outage,Moderate
39061,"Hamilton County, OH",OH,Debris,Moderate
39061,"Hamilton County, OH",OH,Flooding,Moderate
39061,"Hamilton County, OH",OH,Road obstruction,Severe
39061,"Hamilton County, OH",OH,Downed line,Severe
39061,"Hamilton County, OH",OH,Water main,Severe
39061,"Hamilton County, OH",OH,Signal outage,Severe
39061,"Hamilton County, OH",OH,Debris,Severe
39061,"Hamilton County, OH",OH,Flooding,Severe
39061,"Hamilton County, OH",OH,Road obstruction,Minor
39061,"Hamilton County, OH",OH,Downed line,Minor
39061,"Hamilton County, OH",OH,Water main,Minor
39061,"Hamilton County, OH",OH,Signal outage,Minor
39061,"Hamilton County, OH",OH,Debris,Minor
39061,"Hamilton County, OH",OH,Flooding,Minor
39061,"Hamilton County, OH",OH,Road obstruction,Moderate
39061,"Hamilton County, OH",OH,Downed line,Moderate
39061,"Hamilton County, OH",OH,Water main,Moderate
39061,"Hamilton County, OH",OH,Signal outage,Moderate
39061,"Hamilton County, OH",OH,Debris,Moderate
39061,"Hamilton County, OH",OH,Flooding,Moderate
39061,"Hamilton County, OH",OH,Road obstruction,Severe
39061,"Hamilton County, OH",OH,Downed line,Severe
39061,"Hamilton County, OH",OH,Water main,Severe
39061,"Hamilton County, OH",OH,Signal outage,Severe
39061,"Hamilton County, OH",OH,Debris,Severe
39061,"Hamilton County, OH",OH,Flooding,Severe
39061,"Hamilton County, OH",OH,Road obstruction,Minor
39061,"Hamilton County, OH",OH,Downed line,Minor
39061,"Hamilton County, OH",OH,Water main,Minor
39061,"Hamilton County, OH",OH,Signal outage,Minor
39061,"Hamilton County, OH",OH,Debris,Minor
39061,"Hamilton County, OH",OH,Flooding,Minor
39061,"Hamilton County, OH",OH,Road obstruction,Moderate
39061,"Hamilton County, OH",OH,Downed line,Moderate
39061,"Hamilton County, OH",OH,Water main,Moderate
39061,"Hamilton County, OH",OH,Signal outage,Moderate
39061,"Hamilton County, OH",OH,Debris,Moderate
39061,"Hamilton County, OH",OH,Flooding,Moderate
39061,"Hamilton County, OH",OH,Road obstruction,Severe
39061,"Hamilton County, OH",OH,Downed line,Severe
39061,"Hamilton County, OH",OH,Water main,Severe
39061,"Hamilton County, OH",OH,Signal outage,Severe
39061,"Hamilton County, OH",OH,Debris,Severe
39061,"Hamilton County, OH",OH,Flooding,Severe
39061,"Hamilton County, OH",OH,Road obstruction,Minor
39061,"Hamilton County, OH",OH,Downed line,Minor
39061,"Hamilton County, OH",OH,Water main,Minor
39061,"Hamilton County, OH",OH,Signal outage,Minor
39061,"Hamilton County, OH",OH,Debris,Minor
39061,"Hamilton County, OH",OH,Flooding,Minor
39061,"Hamilton County, OH",OH,Road obstruction,Moderate
39061,"Hamilton County, OH",OH,Downed line,Moderate
39061,"Hamilton County, OH",OH,Water main,Moderate
39061,"Hamilton County, OH",OH,Signal outage,Moderate
39061,"Hamilton County, OH",OH,Debris,Moderate
39061,"Hamilton County, OH",OH,Flooding,Moderate
39061,"Hamilton County, OH",OH,Road obstruction,Severe
39061,"Hamilton County, OH",OH,Downed line,Severe
39061,"Hamilton County, OH",OH,Water main,Severe
39061,"Hamilton County, OH",OH,Signal outage,Severe
39061,"Hamilton County, OH",OH,Debris,Severe
39061,"Hamilton County, OH",OH,Flooding,Severe
39061,"Hamilton County, OH",OH,Road obstruction,Minor
39061,"Hamilton County, OH",OH,Downed line,Minor
39061,"Hamilton County, OH",OH,Water main,Minor
39061,"Hamilton County, OH",OH,Signal outage,Minor
39061,"Hamilton County, OH",OH,Debris,Minor
39061,"Hamilton County, OH",OH,Flooding,Minor
39061,"Hamilton County, OH",OH,Road obstruction,Moderate
39061,"Hamilton County, OH",OH,Downed line,Moderate
39061,"Hamilton County, OH",OH,Water main,Moderate
39061,"Hamilton County, OH",OH,Signal outage,Moderate
39061,"Hamilton County, OH",OH,Debris,Moderate
39061,"Hamilton County, OH",OH,Flooding,Moderate
39061,"Hamilton County, OH",OH,Road obstruction,Severe
39061,"Hamilton County, OH",OH,Downed line,Severe
39061,"Hamilton County, OH",OH,Water main,Severe
39061,"Hamilton County, OH",OH,Signal outage,Severe
39061,"Hamilton County, OH",OH,Debris,Severe
39061,"Hamilton County, OH",OH,Flooding,Severe
39061,"Hamilton County, OH",OH,Road obstruction,Minor
39061,"Hamilton County, OH",OH,Downed line,Minor
39061,"Hamilton County, OH",OH,Water main,Minor
39061,"Hamilton County, OH",OH,Signal outage,Minor
39061,"Hamilton County, OH",OH,Debris,Minor
39061,"Hamilton County, OH",OH,Flooding,Minor
39061,"Hamilton County, OH",OH,Road obstruction,Moderate
39061,"Hamilton County, OH",OH,Downed line,Moderate
39061,"Hamilton County, OH",OH,Water main,Moderate
39061,"Hamilton County, OH",OH,Signal outage,Moderate
39061,"Hamilton County, OH",OH,Debris,Moderate
39061,"Hamilton County, OH",OH,Flooding,Moderate
39061,"Hamilton County, OH",OH,Road obstruction,Severe
39061,"Hamilton County, OH",OH,Downed line,Severe
39061,"Hamilton County, OH",OH,Water main,Severe
39061,"Hamilton County, OH",OH,Signal outage,Severe
39061,"Hamilton County, OH",OH,Debris,Severe
39061,"Hamilton County, OH",OH,Flooding,Severe
39061,"Hamilton County, OH",OH,Road obstruction,Minor
39061,"Hamilton County, OH",OH,Downed line,Minor
39061,"Hamilton County, OH",OH,Water main,Minor
39061,"Hamilton County, OH",OH,Signal outage,Minor
39061,"Hamilton County, OH",OH,Debris,Minor
39061,"Hamilton County, OH",OH,Flooding,Minor
39061,"Hamilton County, OH",OH,Road obstruction,Moderate
39061,"Hamilton County, OH",OH,Downed line,Moderate
39061,"Hamilton County, OH",OH,Water main,Moderate
39061,"Hamilton County, OH",OH,Signal outage,Moderate
39061,"Hamilton County, OH",OH,Debris,Moderate
39061,"Hamilton County, OH",OH,Flooding,Moderate
39061,"Hamilton County, OH",OH,Road obstruction,Severe
39061,"Hamilton County, OH",OH,Downed line,Severe
39061,"Hamilton County, OH",OH,Water main,Severe
39061,"Hamilton County, OH",OH,Signal outage,Severe
39061,"Hamilton County, OH",OH,Debris,Severe
39061,"Hamilton County, OH",OH,Flooding,Severe
39061,"Hamilton County, OH",OH,Road obstruction,Minor
39061,"Hamilton County, OH",OH,Downed line,Minor
39061,"Hamilton County, OH",OH,Water main,Minor
39061,"Hamilton County, OH",OH,Signal outage,Minor
39061,"Hamilton County, OH",OH,Debris,Minor
39061,"Hamilton County, OH",OH,Flooding,Minor
39061,"Hamilton County, OH",OH,Road obstruction,Moderate
39061,"Hamilton County, OH",OH,Downed line,Moderate
39061,"Hamilton County, OH",OH,Water main,Moderate
39061,"Hamilton County, OH",OH,Signal outage,Moderate
39061,"Hamilton County, OH",OH,Debris,Moderate
39061,"Hamilton County, OH",OH,Flooding,Moderate
39061,"Hamilton County, OH",OH,Road obstruction,Severe
39061,"Hamilton County, OH",OH,Downed line,Severe
39061,"Hamilton County, OH",OH,Water main,Severe
39061,"Hamilton County, OH",OH,Signal outage,Severe
39061,"Hamilton County, OH",OH,Debris,Severe
39061,"Hamilton County, OH",OH,Flooding,Severe
39061,"Hamilton County, OH",OH,Road obstruction,Minor
39061,"Hamilton County, OH",OH,Downed line,Minor
39061,"Hamilton County, OH",OH,Water main,Minor
39061,"Hamilton County, OH",OH,Signal outage,Minor
39061,"Hamilton County, OH",OH,Debris,Minor
39061,"Hamilton County, OH",OH,Flooding,Minor
39061,"Hamilton County, OH",OH,Road obstruction,Moderate
39061,"Hamilton County, OH",OH,Downed line,Moderate
39061,"Hamilton County, OH",OH,Water main,Moderate
39061,"Hamilton County, OH",OH,Signal outage,Moderate
39061,"Hamilton County, OH",OH,Debris,Moderate
39061,"Hamilton County, OH",OH,Flooding,Moderate
39061,"Hamilton County, OH",OH,Road obstruction,Severe
39061,"Hamilton County, OH",OH,Downed line,Severe
39061,"Hamilton County, OH",OH,Water main,Severe
39061,"Hamilton County, OH",OH,Signal outage,Severe
39061,"Hamilton County, OH",OH,Debris,Severe
39061,"Hamilton County, OH",OH,Flooding,Severe
39061,"Hamilton County, OH",OH,Road obstruction,Minor
39061,"Hamilton County, OH",OH,Downed line,Minor
39061,"Hamilton County, OH",OH,Water main,Minor
39061,"Hamilton County, OH",OH,Signal outage,Minor
39061,"Hamilton County, OH",OH,Debris,Minor
39061,"Hamilton County, OH",OH,Flooding,Minor
39061,"Hamilton County, OH",OH,Road obstruction,Moderate
39061,"Hamilton County, OH",OH,Downed line,Moderate
39061,"Hamilton County, OH",OH,Water main,Moderate
39061,"Hamilton County, OH",OH,Signal outage,Moderate
39061,"Hamilton County, OH",OH,Debris,Moderate
39061,"Hamilton County, OH",OH,Flooding,Moderate
39061,"Hamilton County, OH",OH,Road obstruction,Severe
39061,"Hamilton County, OH",OH,Downed line,Severe
39061,"Hamilton County, OH",OH,Water main,Severe
39061,"Hamilton County, OH",OH,Signal outage,Severe
39061,"Hamilton County, OH",OH,Debris,Severe
39061,"Hamilton County, OH",OH,Flooding,Severe
39061,"Hamilton County, OH",OH,Road obstruction,Minor
39061,"Hamilton County, OH",OH,Downed line,Minor
39061,"Hamilton County, OH",OH,Water main,Minor
39061,"Hamilton County, OH",OH,Signal outage,Minor
39061,"Hamilton County, OH",OH,Debris,Minor
39061,"Hamilton County, OH",OH,Flooding,Minor
39061,"Hamilton County, OH",OH,Road obstruction,Moderate
39061,"Hamilton County, OH",OH,Downed line,Moderate
39061,"Hamilton County, OH",OH,Water main,Moderate
39061,"Hamilton County, OH",OH,Signal outage,Moderate
39061,"Hamilton County, OH",OH,Debris,Moderate
39061,"Hamilton County, OH",OH,Flooding,Moderate
39061,"Hamilton County, OH",OH,Road obstruction,Severe
39061,"Hamilton County, OH",OH,Downed line,Severe
39061,"Hamilton County, OH",OH,Water main,Severe
39061,"Hamilton County, OH",OH,Signal outage,Severe
39061,"Hamilton County, OH",OH,Debris,Severe
39061,"Hamilton County, OH",OH,Flooding,Severe
39061,"Hamilton County, OH",OH,Road obstruction,Minor
39061,"Hamilton County, OH",OH,Downed line,Minor
39061,"Hamilton County, OH",OH,Water main,Minor
39061,"Hamilton County, OH",OH,Signal outage,Minor
39061,"Hamilton County, OH",OH,Debris,Minor
39061,"Hamilton County, OH",OH,Flooding,Minor
39061,"Hamilton County, OH",OH,Road obstruction,Moderate
39061,"Hamilton County, OH",OH,Downed line,Moderate
39061,"Hamilton County, OH",OH,Water main,Moderate
39061,"Hamilton County, OH",OH,Signal outage,Moderate
39061,"Hamilton County, OH",OH,Debris,Moderate
39061,"Hamilton County, OH",OH,Flooding,Moderate
39061,"Hamilton County, OH",OH,Road obstruction,Severe
39061,"Hamilton County, OH",OH,Downed line,Severe
39061,"Hamilton County, OH",OH,Water main,Severe
39061,"Hamilton County, OH",OH,Signal outage,Severe
39061,"Hamilton County, OH",OH,Debris,Severe
39061,"Hamilton County, OH",OH,Flooding,Severe
39061,"Hamilton County, OH",OH,Road obstruction,Minor
39061,"Hamilton County, OH",OH,Downed line,Minor
39061,"Hamilton County, OH",OH,Water main,Minor
39061,"Hamilton County, OH",OH,Signal outage,Minor
39061,"Hamilton County, OH",OH,Debris,Minor
39061,"Hamilton County, OH",OH,Flooding,Minor
39061,"Hamilton County, OH",OH,Road obstruction,Moderate
39061,"Hamilton County, OH",OH,Downed line,Moderate
39061,"Hamilton County, OH",OH,Water main,Moderate
39061,"Hamilton County, OH",OH,Signal outage,Moderate
39061,"Hamilton County, OH",OH,Debris,Moderate
39061,"Hamilton County, OH",OH,Flooding,Moderate
39061,"Hamilton County, OH",OH,Road obstruction,Severe
39061,"Hamilton County, OH",OH,Downed line,Severe
39061,"Hamilton County, OH",OH,Water main,Severe
39061,"Hamilton County, OH",OH,Signal outage,Severe
39061,"Hamilton County, OH",OH,Debris,Severe
39061,"Hamilton County, OH",OH,Flooding,Severe
39061,"Hamilton County, OH",OH,Road obstruction,Minor
39061,"Hamilton County, OH",OH,Downed line,Minor
39061,"Hamilton County, OH",OH,Water main,Minor
39061,"Hamilton County, OH",OH,Signal outage,Minor
39061,"Hamilton County, OH",OH,Debris,Minor
39061,"Hamilton County, OH",OH,Flooding,Minor
39061,"Hamilton County, OH",OH,Road obstruction,Moderate
39061,"Hamilton County, OH",OH,Downed line,Moderate
39061,"Hamilton County, OH",OH,Water main,Moderate
39061,"Hamilton County, OH",OH,Signal outage,Moderate
39061,"Hamilton County, OH",OH,Debris,Moderate
